datetime,unix_timestamp,region,lat,lon,temp_c,humidity_pct,wind_speed_ms,wind_dir_deg,solar_rad_wm2,rain_last_24h_mm,vpd_kpa,co_ppm,co2_ppm,tvoc_ppb,h2_idx,ethanol_idx,hydrocarbon_idx,ignite_next_5min,risk_score_noisy
2024-06-17 05:45:00,1718588700,Lerik,38.79756,48.30846,27.77,62.8,0.13,293.2,0.0,0.56,1.63,0.204,350.0,39.1,2.94,18.49,13.8,0,-0.076
2024-06-17 05:50:00,1718589000,Guba,40.93768,48.94767,31.3,15.1,5.02,164.4,0.0,0.87,2.69,0.323,483.3,21.5,0.5,6.01,12.41,1,2.667
2024-06-17 05:55:00,1718589300,Guba,40.9429,48.82795,22.91,50.8,3.05,352.8,0.0,7.41,1.72,0.378,463.5,66.2,8.64,6.46,11.31,0,-5.135
2024-06-17 06:00:00,1718589600,Guba,41.0174,48.88023,29.83,31.5,1.36,195.3,0.0,0.06,2.32,0.03,402.9,32.1,0.64,23.66,15.31,1,1.588
2024-06-17 06:05:00,1718589900,Shamakhi,40.58044,48.57959,27.06,36.2,8.28,245.6,21.8,1.38,2.14,0.259,350.0,72.4,8.56,2.36,0.41,1,2.193
2024-06-17 06:10:00,1718590200,Shamakhi,40.59517,48.57193,30.81,11.8,4.11,69.2,43.6,1.41,2.74,0.232,370.5,82.0,0.5,6.04,25.2,1,2.885
2024-06-17 06:15:00,1718590500,Guba,41.08064,48.89676,21.42,48.5,4.0,148.4,65.4,4.16,1.72,0.476,410.9,64.3,27.13,13.03,3.45,0,-1.581
2024-06-17 06:20:00,1718590800,Gabala,40.94504,47.88893,26.38,60.7,1.39,167.8,87.2,1.13,1.63,0.246,461.5,5.0,26.88,4.39,0.18,0,-0.875
2024-06-17 06:25:00,1718591100,Lerik,38.803,48.39796,31.64,46.1,3.05,297.5,108.9,1.64,2.08,0.236,458.0,78.2,11.04,6.83,17.63,0,0.462
2024-06-17 06:30:00,1718591400,Lerik,38.87099,48.36972,23.78,45.8,1.16,278.6,130.5,10.43,1.85,0.216,455.1,75.4,14.81,5.39,8.32,0,-5.47
2024-06-17 06:35:00,1718591700,Shamakhi,40.61353,48.62287,30.87,38.5,3.48,195.3,152.1,0.04,2.21,0.03,350.0,67.4,0.5,0.24,5.29,1,1.336
2024-06-17 06:40:00,1718592000,Lerik,38.71967,48.41036,21.74,58.2,7.04,289.9,173.6,2.81,1.54,0.237,387.1,42.3,0.5,1.94,10.15,0,-2.049
2024-06-17 06:45:00,1718592300,Gabala,41.00527,47.81652,26.8,19.3,2.65,292.0,195.1,2.54,2.47,0.257,381.0,48.7,16.11,16.99,0.73,1,3.147
2024-06-17 06:50:00,1718592600,Lerik,38.74185,48.40212,20.77,71.6,0.94,237.5,216.4,0.29,1.24,0.239,405.6,181.5,14.9,0.34,9.15,0,-3.365
2024-06-17 06:55:00,1718592900,Shamakhi,40.67034,48.56238,32.55,44.1,5.38,339.3,237.7,1.88,2.14,0.239,425.8,8.0,13.99,4.02,2.65,0,0.376
2024-06-17 07:00:00,1718593200,Shamakhi,40.55886,48.55671,31.87,51.2,2.6,308.4,258.8,1.62,1.98,0.265,506.6,61.4,0.5,44.54,5.84,1,1.033
2024-06-17 07:05:00,1718593500,Gabala,41.12848,47.89029,26.17,48.2,1.48,78.3,279.8,0.03,1.87,0.402,395.0,74.0,8.13,3.96,8.16,1,1.909
2024-06-17 07:10:00,1718593800,Gabala,41.05337,47.87235,25.82,68.3,3.48,124.2,300.7,3.98,1.46,0.569,438.4,174.9,24.24,0.17,6.93,0,-2.492
2024-06-17 07:15:00,1718594100,Lerik,38.76017,48.43852,24.73,26.9,3.09,45.5,321.4,3.04,2.25,0.266,483.9,5.0,19.41,4.07,1.83,0,-1.181
2024-06-17 07:20:00,1718594400,Lerik,38.801,48.43176,21.08,77.9,4.95,152.6,342.0,7.84,1.13,0.06,350.0,41.2,0.5,28.92,6.68,0,-5.858
2024-06-17 07:25:00,1718594700,Shamakhi,40.63768,48.55564,31.04,26.2,5.36,122.3,362.4,1.48,2.46,0.316,432.6,34.2,12.89,1.83,1.68,1,1.932
2024-06-17 07:30:00,1718595000,Gabala,41.01918,47.90006,26.2,31.8,3.29,282.3,382.7,1.16,2.2,0.427,460.5,24.9,17.59,0.89,4.89,0,0.702
2024-06-17 07:35:00,1718595300,Gabala,41.00212,47.83512,19.18,29.3,2.94,289.5,402.7,2.01,2.04,0.504,350.9,24.1,10.63,9.25,20.18,1,3.417
2024-06-17 07:40:00,1718595600,Gabala,41.04261,47.89646,31.44,47.6,1.81,164.5,422.6,4.18,2.04,0.381,491.8,56.7,10.55,0.81,3.06,0,-0.613
2024-06-17 07:45:00,1718595900,Lerik,38.79385,48.39374,16.67,67.0,1.38,183.5,442.3,1.64,1.21,0.091,438.9,9.2,13.01,2.5,6.14,0,-2.615
2024-06-17 07:50:00,1718596200,Gabala,40.96166,47.86566,20.93,33.0,3.2,315.1,461.7,1.15,2.02,0.372,496.6,78.3,20.95,0.68,18.43,0,0.521
2024-06-17 07:55:00,1718596500,Shamakhi,40.58266,48.61716,35.58,36.1,3.88,190.8,481.0,0.16,2.4,0.218,490.6,250.5,12.05,0.82,15.69,1,3.752
2024-06-17 08:00:00,1718596800,Shamakhi,40.64292,48.64066,27.57,73.5,4.23,335.4,500.0,1.24,1.41,0.395,435.8,82.4,8.77,6.96,2.26,0,-3.215
2024-06-17 08:05:00,1718597100,Lerik,38.81826,48.31827,15.69,45.0,2.82,300.8,518.8,1.76,1.62,0.295,389.9,15.0,20.08,13.36,16.44,0,-1.504
2024-06-17 08:10:00,1718597400,Guba,41.01456,48.82118,31.35,39.1,1.14,162.9,537.3,0.93,2.21,0.406,465.0,122.9,4.46,13.45,12.94,1,1.207
2024-06-17 08:15:00,1718597700,Lerik,38.83976,48.43359,21.45,76.3,3.12,336.6,555.6,0.12,1.17,0.166,350.0,80.9,14.94,7.99,2.43,0,-1.446
2024-06-17 08:20:00,1718598000,Guba,40.89745,48.91782,30.86,21.4,8.7,282.3,573.6,1.81,2.55,0.16,358.7,7.4,20.38,10.71,12.91,1,5.29
2024-06-17 08:25:00,1718598300,Gabala,40.9955,47.81122,24.34,43.7,7.03,344.6,591.3,0.12,1.91,0.052,413.4,44.8,4.99,1.41,8.69,1,1.142
2024-06-17 08:30:00,1718598600,Lerik,38.81093,48.41822,17.43,18.8,2.59,75.2,608.8,0.28,2.2,0.03,437.3,118.2,13.38,1.73,23.89,1,1.801
2024-06-17 08:35:00,1718598900,Shamakhi,40.68344,48.5296,30.71,11.3,2.5,248.7,625.9,0.08,2.75,0.231,584.4,146.8,18.64,1.69,5.6,1,2.771
2024-06-17 08:40:00,1718599200,Gabala,40.90357,48.01321,23.17,22.1,5.77,331.5,642.8,0.7,2.3,0.15,478.1,72.6,18.15,14.59,7.78,1,2.299
2024-06-17 08:45:00,1718599500,Shamakhi,40.67786,48.66558,33.62,18.9,4.62,0.7,659.3,1.09,2.68,0.558,566.1,34.9,7.79,3.07,3.8,1,2.589
2024-06-17 08:50:00,1718599800,Gabala,40.98377,47.88112,30.7,21.3,5.85,35.0,675.6,1.9,2.55,0.569,402.2,89.0,14.08,1.46,3.5,1,2.378
2024-06-17 08:55:00,1718600100,Lerik,38.82445,48.40378,27.72,58.0,0.47,43.7,691.5,1.27,1.72,0.03,365.0,85.4,10.04,0.42,12.44,0,-1.041
2024-06-17 09:00:00,1718600400,Guba,41.0838,48.86906,24.75,66.0,2.82,146.2,707.1,2.32,1.47,0.637,394.0,47.2,21.74,27.3,3.19,0,-0.257
2024-06-17 09:05:00,1718600700,Gabala,41.00804,47.78449,33.52,70.6,3.96,315.0,722.4,3.19,1.64,0.571,415.2,136.1,1.91,3.96,3.61,0,-0.052
2024-06-17 09:10:00,1718601000,Guba,41.02002,48.89431,22.29,29.6,2.63,172.6,737.3,1.8,2.13,0.442,350.0,20.4,5.89,0.22,11.74,0,-0.006
2024-06-17 09:15:00,1718601300,Gabala,40.99211,47.80701,28.54,50.9,6.75,29.3,751.8,0.88,1.89,0.702,419.8,54.2,0.5,1.52,0.22,0,0.229
2024-06-17 09:20:00,1718601600,Shamakhi,40.57583,48.55993,31.45,50.1,6.13,78.6,766.0,0.07,1.99,0.71,427.8,191.5,21.94,2.87,5.64,1,2.143
2024-06-17 09:25:00,1718601900,Shamakhi,40.59858,48.52916,39.89,33.8,8.55,125.9,779.9,4.13,2.57,0.617,350.0,5.0,12.67,1.52,5.9,1,2.224
2024-06-17 09:30:00,1718602200,Gabala,40.94422,47.86248,32.83,50.6,0.73,317.2,793.4,8.05,2.02,0.308,420.6,113.2,7.7,6.36,6.6,0,-5.869
2024-06-17 09:35:00,1718602500,Guba,40.99777,48.88115,26.13,51.9,2.25,72.3,806.4,0.2,1.8,0.301,350.0,31.2,0.5,1.62,19.34,0,-0.952
2024-06-17 09:40:00,1718602800,Lerik,38.6832,48.42675,24.79,61.9,7.45,253.4,819.2,1.63,1.56,0.494,403.0,5.0,19.54,2.23,4.6,0,-0.112
2024-06-17 09:45:00,1718603100,Lerik,38.82145,48.42285,30.14,44.0,1.21,305.7,831.5,0.75,2.08,0.163,453.5,61.9,4.68,5.68,2.73,0,0.532
2024-06-17 09:50:00,1718603400,Shamakhi,40.59391,48.61147,28.99,5.0,7.72,184.6,843.4,1.18,2.82,0.262,350.0,145.6,16.25,26.13,16.28,1,5.073
2024-06-17 09:55:00,1718603700,Lerik,38.78319,48.53297,15.87,49.8,2.4,221.6,854.9,2.0,1.53,0.03,393.2,83.2,0.5,9.92,5.29,0,-1.93
2024-06-17 10:00:00,1718604000,Shamakhi,40.61099,48.64119,28.13,20.5,4.15,194.3,866.0,0.36,2.48,0.195,482.8,18.2,10.2,3.34,15.51,1,3.841
2024-06-17 10:05:00,1718604300,Lerik,38.72832,48.33697,22.34,50.8,3.99,274.1,876.7,7.19,1.7,0.344,449.3,18.2,2.41,1.64,6.09,0,-4.945
2024-06-17 10:10:00,1718604600,Gabala,41.07646,47.87294,33.44,54.4,6.25,188.2,887.0,4.69,1.96,0.27,426.7,75.1,17.97,4.0,7.04,0,-0.968
2024-06-17 10:15:00,1718604900,Shamakhi,40.59486,48.5973,36.14,53.5,5.14,339.4,896.9,1.79,2.06,0.387,443.2,5.7,2.9,2.68,0.39,1,1.46
2024-06-17 10:20:00,1718605200,Shamakhi,40.59271,48.53292,31.82,34.3,5.57,311.5,906.3,1.91,2.32,0.775,350.0,5.0,3.11,18.42,11.24,1,1.312
2024-06-17 10:25:00,1718605500,Gabala,40.93173,47.77892,29.87,22.2,3.33,270.0,915.3,0.9,2.5,0.355,372.8,53.4,7.72,2.08,0.55,1,1.255
2024-06-17 10:30:00,1718605800,Shamakhi,40.6012,48.62266,29.16,26.2,4.85,119.7,923.9,0.73,2.4,0.156,410.8,45.3,1.25,6.85,10.84,1,4.477
2024-06-17 10:35:00,1718606100,Lerik,38.86935,48.43488,32.35,43.4,1.33,217.1,932.0,2.01,2.15,0.11,392.9,5.0,15.37,4.11,3.5,0,-1.32
2024-06-17 10:40:00,1718606400,Lerik,38.8518,48.34769,28.85,56.9,0.26,46.3,939.7,3.06,1.78,0.561,454.2,126.9,14.61,0.45,0.47,0,-1.675
2024-06-17 10:45:00,1718606700,Shamakhi,40.64272,48.64851,32.21,25.0,7.49,142.7,946.9,0.85,2.52,0.135,454.7,22.5,8.32,11.55,0.28,1,4.825
2024-06-17 10:50:00,1718607000,Lerik,38.82732,48.41425,23.71,68.5,0.95,194.9,953.7,0.95,1.39,0.421,401.4,42.4,10.55,1.77,1.19,0,-1.481
2024-06-17 10:55:00,1718607300,Guba,40.98207,48.95979,28.81,32.3,1.94,124.8,960.0,3.96,2.27,0.45,486.0,59.2,25.09,1.08,5.4,0,-0.484
2024-06-17 11:00:00,1718607600,Shamakhi,40.52749,48.65448,31.77,64.8,4.29,32.8,965.9,0.49,1.71,0.459,358.8,20.5,6.15,0.27,11.46,0,0.153
2024-06-17 11:05:00,1718607900,Gabala,40.96995,47.84208,20.71,17.9,2.51,112.6,971.3,2.05,2.31,0.107,444.5,214.9,0.5,3.87,0.54,1,0.926
2024-06-17 11:10:00,1718608200,Guba,40.98821,48.98178,32.13,49.6,1.14,332.1,976.3,2.42,2.02,0.393,512.8,10.1,14.0,15.83,5.17,0,-0.034
2024-06-17 11:15:00,1718608500,Shamakhi,40.65244,48.54379,36.67,7.8,4.67,219.4,980.8,1.46,2.99,0.323,494.9,11.8,1.14,13.37,3.36,1,3.602
2024-06-17 11:20:00,1718608800,Gabala,40.99547,47.96951,29.49,55.7,3.19,70.7,984.8,2.93,1.82,0.076,350.0,11.7,22.18,3.76,2.88,0,0.038
2024-06-17 11:25:00,1718609100,Lerik,38.88062,48.35606,22.32,55.7,0.56,286.5,988.4,0.68,1.61,0.101,483.6,29.2,14.61,3.62,8.66,0,-0.861
2024-06-17 11:30:00,1718609400,Gabala,41.03987,47.8476,28.04,43.1,3.64,326.1,991.4,1.05,2.03,0.427,350.0,17.6,16.05,13.41,3.99,0,-0.22
2024-06-17 11:35:00,1718609700,Guba,40.97718,48.87164,15.42,31.5,9.58,201.3,994.1,1.59,1.88,0.711,350.0,5.0,9.01,7.52,7.89,1,1.337
2024-06-17 11:40:00,1718610000,Lerik,38.71024,48.38116,19.57,71.3,1.38,155.8,996.2,6.14,1.21,0.39,448.7,43.4,8.23,14.27,4.02,0,-5.991
2024-06-17 11:45:00,1718610300,Shamakhi,40.66928,48.74618,39.07,41.6,2.54,129.6,997.9,5.16,2.39,0.21,475.8,76.2,16.31,7.07,14.48,1,1.18
2024-06-17 11:50:00,1718610600,Lerik,38.86797,48.37686,26.07,46.8,4.11,59.4,999.0,5.89,1.9,0.03,350.0,156.5,0.5,8.8,0.53,0,-2.424
2024-06-17 11:55:00,1718610900,Shamakhi,40.53169,48.64256,24.21,31.8,6.94,19.9,999.8,0.2,2.14,0.479,509.7,14.1,15.48,2.87,3.05,1,2.646
2024-06-17 12:00:00,1718611200,Shamakhi,40.67546,48.58823,28.69,18.6,7.3,78.0,1000.0,0.04,2.54,0.441,405.3,15.9,7.14,6.88,1.23,1,2.611
2024-06-17 12:05:00,1718611500,Gabala,40.99911,47.89683,20.3,25.5,3.7,174.1,999.8,0.7,2.15,0.446,367.6,57.6,4.73,6.49,1.59,1,1.406
2024-06-17 12:10:00,1718611800,Gabala,40.98803,47.82279,24.88,30.8,1.83,18.6,999.0,1.1,2.18,0.365,441.7,65.2,0.5,6.84,3.75,1,0.922
2024-06-17 12:15:00,1718612100,Gabala,41.06074,47.86281,27.34,35.9,3.31,352.5,997.9,0.28,2.15,0.443,463.5,83.8,14.42,0.75,5.47,1,1.033
2024-06-17 12:20:00,1718612400,Guba,41.06723,48.93143,32.41,45.0,2.86,250.3,996.2,2.22,2.12,0.168,473.0,113.8,0.5,19.96,13.76,1,1.393
2024-06-17 12:25:00,1718612700,Guba,41.03257,48.86391,29.14,44.3,6.69,123.7,994.1,4.5,2.04,0.709,375.0,48.6,9.47,12.49,1.9,0,-0.771
2024-06-17 12:30:00,1718613000,Gabala,41.00366,47.98789,26.79,27.0,5.0,154.1,991.4,1.07,2.31,0.42,442.0,20.9,9.33,2.92,18.08,1,2.164
2024-06-17 12:35:00,1718613300,Guba,41.03082,48.93405,24.99,56.4,0.84,355.9,988.4,8.81,1.67,0.713,429.9,103.6,14.91,9.57,0.93,0,-6.345
2024-06-17 12:40:00,1718613600,Lerik,38.78,48.3887,20.8,71.3,1.11,127.3,984.8,1.04,1.25,0.328,350.0,43.4,5.8,3.23,0.24,0,-2.211
2024-06-17 12:45:00,1718613900,Lerik,38.79724,48.36514,28.36,68.7,3.67,55.3,980.8,1.55,1.53,0.03,356.7,19.8,10.68,15.31,0.13,0,-1.101
2024-06-17 12:50:00,1718614200,Guba,40.95488,48.90459,30.84,55.6,1.55,156.6,976.3,0.11,1.86,0.231,450.6,39.0,5.9,10.57,14.78,0,0.684
2024-06-17 12:55:00,1718614500,Guba,40.98335,48.8392,20.65,7.5,4.05,71.5,971.3,2.42,2.52,0.348,393.9,202.3,11.74,2.48,16.59,1,1.133
2024-06-17 13:00:00,1718614800,Lerik,38.78167,48.48911,17.12,40.0,1.52,211.6,965.9,0.04,1.76,0.536,448.7,5.3,1.25,4.36,0.66,0,0.579
2024-06-17 13:05:00,1718615100,Shamakhi,40.56823,48.62156,30.73,9.7,4.2,137.1,960.0,0.84,2.78,0.37,484.9,14.5,5.2,4.08,4.19,1,2.811
2024-06-17 13:10:00,1718615400,Lerik,38.80684,48.3956,23.22,28.4,1.93,95.1,953.7,0.77,2.18,0.108,431.0,5.0,9.97,23.7,2.25,1,1.93
2024-06-17 13:15:00,1718615700,Lerik,38.7838,48.4523,25.03,72.2,0.35,105.4,946.9,2.98,1.36,0.03,478.8,139.9,9.47,18.98,1.28,0,-0.829
2024-06-17 13:20:00,1718616000,Guba,41.02511,48.86392,19.3,70.4,4.26,346.4,939.7,0.47,1.22,0.114,441.1,40.6,6.6,15.07,1.87,0,-0.887
2024-06-17 13:25:00,1718616300,Lerik,38.71888,48.3422,21.14,55.1,3.05,135.8,932.0,2.46,1.58,0.526,501.1,5.0,12.02,12.57,10.8,0,-2.386
2024-06-17 13:30:00,1718616600,Guba,40.99433,48.89349,25.67,52.1,2.15,337.7,923.9,0.17,1.78,0.202,468.7,86.4,9.46,9.21,8.1,0,-0.454
2024-06-17 13:35:00,1718616900,Guba,41.00658,48.90638,22.88,39.6,5.44,198.7,915.3,0.16,1.94,0.215,483.8,5.0,13.84,0.52,18.11,1,2.762
2024-06-17 13:40:00,1718617200,Gabala,40.96447,47.87653,31.43,57.5,5.06,202.6,906.3,4.56,1.84,0.05,412.5,46.8,0.5,19.54,0.75,0,-2.593
2024-06-17 13:45:00,1718617500,Lerik,38.79138,48.32619,31.47,59.2,1.6,30.3,896.9,4.6,1.81,0.477,388.1,59.4,19.52,1.42,15.56,0,-2.229
2024-06-17 13:50:00,1718617800,Shamakhi,40.52074,48.57718,29.85,24.2,1.43,351.8,887.0,5.14,2.46,0.545,441.4,301.2,18.64,6.72,0.1,0,-0.131
2024-06-17 13:55:00,1718618100,Gabala,40.99782,47.69583,31.56,48.4,1.72,188.8,876.7,0.54,2.03,0.294,386.7,67.1,12.58,3.81,9.47,1,2.3
2024-06-17 14:00:00,1718618400,Guba,41.03238,48.84088,24.57,42.3,4.55,306.6,866.0,0.67,1.94,0.574,507.9,5.0,9.96,3.58,7.71,0,-1.076
2024-06-17 14:05:00,1718618700,Guba,41.02468,48.93576,22.28,47.9,1.69,247.9,854.9,12.37,1.76,0.464,442.9,20.7,17.28,2.47,2.78,0,-7.171
2024-06-17 14:10:00,1718619000,Shamakhi,40.65194,48.64805,29.15,42.4,4.68,175.4,843.4,1.71,2.08,0.377,460.6,12.8,14.32,2.77,0.67,1,1.087
2024-06-17 14:15:00,1718619300,Guba,41.01008,48.8429,29.07,95.0,2.29,248.6,831.5,0.7,1.02,0.421,415.8,5.0,9.59,7.76,2.34,0,-1.937
2024-06-17 14:20:00,1718619600,Lerik,38.82393,48.38377,21.43,81.8,1.97,39.6,819.2,0.89,1.06,0.061,454.1,61.7,8.34,0.32,4.36,0,-1.732
2024-06-17 14:25:00,1718619900,Gabala,40.9878,47.85128,26.22,42.3,2.55,20.9,806.4,3.87,1.99,0.453,350.0,82.8,8.33,6.84,24.34,0,-0.702
2024-06-17 14:30:00,1718620200,Guba,41.03438,48.95391,21.42,30.9,3.91,127.9,793.4,1.0,2.07,0.587,490.2,43.3,6.55,5.62,1.62,1,1.985
2024-06-17 14:35:00,1718620500,Guba,40.92114,48.97645,28.54,11.2,4.97,68.8,779.9,0.08,2.68,0.3,350.0,76.3,9.29,16.2,3.5,1,5.386
2024-06-17 14:40:00,1718620800,Shamakhi,40.55532,48.60765,33.83,51.3,4.45,318.7,766.0,0.67,2.04,0.16,373.8,18.4,21.83,4.82,14.28,0,0.244
2024-06-17 14:45:00,1718621100,Lerik,38.87934,48.38697,29.82,71.8,5.32,108.1,751.8,0.59,1.51,0.202,425.1,65.3,16.18,3.22,7.89,0,-0.129
2024-06-17 14:50:00,1718621400,Guba,40.87698,48.82782,28.39,35.6,6.82,238.2,737.3,0.19,2.19,0.523,450.8,8.2,4.83,2.34,2.73,1,0.853
2024-06-17 14:55:00,1718621700,Shamakhi,40.59299,48.6054,33.65,30.7,5.89,328.0,722.4,3.26,2.45,0.3,523.9,78.0,25.63,11.86,2.3,1,3.119
2024-06-17 15:00:00,1718622000,Guba,41.05861,49.00375,28.33,48.1,4.96,22.3,707.1,2.31,1.94,0.213,416.5,113.6,11.04,1.81,7.18,0,-1.833
2024-06-17 15:05:00,1718622300,Shamakhi,40.59534,48.66451,30.98,40.9,3.89,255.3,691.5,1.67,2.16,0.368,460.5,36.7,11.13,1.06,15.0,0,-0.407
2024-06-17 15:10:00,1718622600,Shamakhi,40.57975,48.60874,32.44,56.8,5.74,3.8,675.6,1.38,1.89,0.333,366.4,85.3,0.5,14.82,5.17,0,0.477
2024-06-17 15:15:00,1718622900,Lerik,38.80647,48.41517,27.72,35.5,3.08,309.2,659.3,3.81,2.17,0.281,496.1,77.7,3.42,1.07,1.4,0,-1.02
2024-06-17 15:20:00,1718623200,Guba,40.98234,48.86557,22.72,55.1,5.12,354.5,642.8,5.75,1.63,0.429,412.6,6.9,16.94,4.0,3.84,0,-4.559
2024-06-17 15:25:00,1718623500,Lerik,38.80154,48.38214,30.81,58.3,4.09,83.2,625.9,0.21,1.81,0.03,380.3,7.9,1.82,7.1,5.46,0,-1.724
2024-06-17 15:30:00,1718623800,Shamakhi,40.56583,48.60738,34.55,24.3,5.81,58.0,608.8,0.05,2.6,0.684,430.2,50.0,10.47,4.04,10.2,1,3.49
2024-06-17 15:35:00,1718624100,Gabala,41.03543,47.85753,36.08,52.1,3.64,179.6,591.3,1.73,2.09,0.205,425.9,30.1,2.92,11.47,0.56,1,1.136
2024-06-17 15:40:00,1718624400,Guba,41.07116,48.95054,21.3,43.3,6.55,342.5,573.6,1.02,1.82,0.179,480.4,58.7,15.4,1.71,0.14,1,2.683
2024-06-17 15:45:00,1718624700,Gabala,40.97333,47.8981,23.3,38.8,3.2,107.8,555.6,0.18,1.97,0.507,546.6,15.9,16.34,6.51,7.05,0,-0.626
2024-06-17 15:50:00,1718625000,Guba,40.93068,48.92603,27.49,49.7,2.8,114.3,537.3,6.08,1.88,0.394,385.5,28.3,3.8,2.14,3.16,0,-3.898
2024-06-17 15:55:00,1718625300,Lerik,38.77381,48.35004,24.49,48.1,3.14,223.3,518.8,4.36,1.82,0.458,350.0,28.2,9.57,23.37,13.54,0,-0.262
2024-06-17 16:00:00,1718625600,Lerik,38.7908,48.35193,22.17,64.8,3.32,257.4,500.0,2.0,1.42,0.421,519.7,11.5,3.07,6.59,10.31,0,-1.734
2024-06-17 16:05:00,1718625900,Lerik,38.82528,48.35561,18.92,49.0,1.26,195.2,481.0,9.31,1.64,0.03,480.9,35.8,6.0,7.41,5.46,0,-5.526
2024-06-17 16:10:00,1718626200,Lerik,38.7496,48.41178,22.93,80.4,1.25,80.5,461.7,4.41,1.13,0.115,461.1,22.7,15.84,12.17,21.0,0,-4.93
2024-06-17 16:15:00,1718626500,Lerik,38.76154,48.29868,24.87,58.4,2.26,325.0,442.3,0.24,1.63,0.315,433.6,5.0,0.5,9.4,2.58,0,0.61
2024-06-17 16:20:00,1718626800,Gabala,41.00553,47.84969,22.77,29.9,5.55,188.1,422.6,2.29,2.13,0.086,479.7,115.1,11.45,2.61,2.48,1,0.898
2024-06-17 16:25:00,1718627100,Lerik,38.84695,48.47043,22.36,59.6,1.01,340.7,402.7,1.92,1.53,0.301,377.4,107.7,14.02,7.24,4.3,0,-1.21
2024-06-17 16:30:00,1718627400,Shamakhi,40.56892,48.63334,33.53,46.8,2.22,171.7,382.7,1.34,2.12,0.341,467.0,18.4,11.28,34.25,0.53,1,0.995
2024-06-17 16:35:00,1718627700,Shamakhi,40.53334,48.58246,35.15,8.4,2.06,49.3,362.4,0.41,2.94,0.284,384.7,26.1,6.93,0.14,2.1,1,2.71
2024-06-17 16:40:00,1718628000,Gabala,41.14421,47.81509,26.86,59.0,0.41,132.1,342.0,1.32,1.68,0.174,542.8,208.9,11.21,11.29,20.23,0,-1.452
2024-06-17 16:45:00,1718628300,Guba,41.03917,48.94029,22.8,50.1,1.63,195.6,321.4,0.78,1.73,0.128,386.8,73.0,12.25,6.79,3.93,0,-0.464
2024-06-17 16:50:00,1718628600,Shamakhi,40.58665,48.6153,32.46,31.5,3.95,69.6,300.7,0.88,2.39,0.368,350.0,97.4,9.09,3.32,5.14,1,2.772
2024-06-17 16:55:00,1718628900,Guba,41.04345,48.88768,25.17,34.7,2.96,146.2,279.8,0.21,2.11,0.03,462.7,19.4,4.15,13.46,9.36,1,1.081
2024-06-17 17:00:00,1718629200,Gabala,40.97378,47.82055,22.14,45.2,3.99,38.3,258.8,0.29,1.81,0.374,472.3,105.3,17.28,4.18,2.5,0,0.475
2024-06-17 17:05:00,1718629500,Guba,41.04336,48.90382,24.2,31.7,6.52,321.2,237.7,1.2,2.14,0.398,435.4,104.1,2.24,16.64,11.13,1,1.823
2024-06-17 17:10:00,1718629800,Guba,41.00797,48.88485,23.64,15.2,5.77,344.7,216.4,0.54,2.46,0.224,388.1,159.2,18.67,2.35,2.62,1,2.466
2024-06-17 17:15:00,1718630100,Guba,41.00456,48.93922,26.09,34.3,2.58,164.2,195.1,0.62,2.15,0.371,369.4,155.9,22.71,4.09,3.94,1,1.388
2024-06-17 17:20:00,1718630400,Guba,40.99432,48.96206,23.07,40.9,2.81,322.1,173.6,2.03,1.92,0.2,536.6,20.3,0.5,5.93,0.31,0,-0.191
2024-06-17 17:25:00,1718630700,Gabala,40.90763,47.78164,25.81,49.2,7.96,63.8,152.1,0.03,1.84,0.372,409.5,105.3,9.62,3.77,21.37,1,1.428
2024-06-17 17:30:00,1718631000,Shamakhi,40.6969,48.53871,31.27,28.7,1.97,24.9,130.5,0.92,2.41,0.125,350.0,31.9,20.95,2.5,15.82,1,2.935
2024-06-17 17:35:00,1718631300,Lerik,38.75292,48.4674,26.55,37.8,3.83,117.8,108.9,2.55,2.09,0.233,354.0,31.0,24.42,31.38,5.61,1,1.381
2024-06-17 17:40:00,1718631600,Guba,40.932,48.90829,26.37,35.1,2.29,85.9,87.2,0.83,2.14,0.352,449.0,120.6,14.07,9.65,3.32,1,2.364
2024-06-17 17:45:00,1718631900,Shamakhi,40.58936,48.54342,42.66,32.3,6.56,84.8,65.4,1.14,2.68,0.273,443.3,129.6,14.64,1.22,0.67,1,3.093
2024-06-17 17:50:00,1718632200,Shamakhi,40.55193,48.64916,26.94,41.7,7.37,280.2,43.6,2.64,2.02,0.27,350.0,42.6,2.93,12.58,4.92,1,0.947
2024-06-17 17:55:00,1718632500,Gabala,40.97741,47.86708,31.65,52.2,3.39,293.3,21.8,1.23,1.96,0.55,381.2,10.5,23.52,9.2,59.47,1,1.245
2024-06-17 18:00:00,1718632800,Shamakhi,40.63439,48.71016,31.69,11.6,7.15,202.8,0.0,1.0,2.77,0.11,452.8,6.2,22.04,29.82,5.88,1,4.04
2024-06-17 18:05:00,1718633100,Gabala,41.02977,47.83823,22.42,40.8,9.64,259.9,0.0,4.11,1.91,0.087,480.2,149.5,7.58,0.17,3.15,0,-2.762
2024-06-17 18:10:00,1718633400,Guba,41.04074,48.95544,24.49,56.6,1.3,102.0,0.0,1.19,1.65,0.381,466.6,118.1,34.66,4.76,2.44,1,1.185
2024-06-17 18:15:00,1718633700,Guba,40.98472,48.82756,19.95,31.9,6.15,251.3,0.0,5.6,2.01,0.03,409.7,36.1,20.82,8.18,8.95,0,-1.948
